image,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
./Car-Damage-Severity-Detection/CarDD-3/train/images/000055_jpg.rf.b4701a599a5759d4116091a20da54d2d.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000058_jpg.rf.7f5c521caad54b5c02877ecd56d6fe2d.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000059_jpg.rf.a83dd7de5a0d7c84420d94cfd54d930a.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000060_jpg.rf.0178a5592e3a35b448963a771c15cefe.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000063_jpg.rf.dcf018a2e884bd144b93e058beda9845.jpg,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000064_jpg.rf.e77497ca537d06f5ffdc315b7147ec00.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000065_jpg.rf.cd1d77a338e792993967303ba4027372.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000067_jpg.rf.8a5a3e7e91895a54d49288db00242d0e.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000070_jpg.rf.1583f190f95d0863faf6e2e6d17e353f.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000072_jpg.rf.459262ef1a8c11f9b7cf965ea7fed8fc.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000075_jpg.rf.0e2d9fc79ac380043f3cf333b6bf6366.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000076_jpg.rf.896da5fdc7629fa576e3c7dc88482494.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000080_jpg.rf.511e8f6ddeeb6bf88bc25e8e90b0899f.jpg,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000081_jpg.rf.96edc11ba876bb70674fe0f7f463bbcf.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000083_jpg.rf.0ada8c552b0234cb6d6ed031a179f7e8.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000101_jpg.rf.ec25ecf2b8f31dd8bdd49c4892e4e716.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000103_jpg.rf.302887392efaec817fb5b4cc06732baf.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000104_jpg.rf.d6447996570a65edf7a3b920de786ec3.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000108_jpg.rf.bbc30c1f49dccff757b35db355443c12.jpg,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000109_jpg.rf.31df037f2ab4a96d425549ce9827b963.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000113_jpg.rf.07b2799ce144dcc984afa7b0894257d5.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000114_jpg.rf.4a91c1ebcfadf8897400b5442bf6aead.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000115_jpg.rf.7f74ef5b7ea3da3dcf3312811e09494b.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000119_jpg.rf.d5fbe294911d8dd994b604dea3e706b2.jpg,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000120_jpg.rf.558fa15ef9e8fa4fbd32f3f3e259934f.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000121_jpg.rf.ed98e975a11172d3daf2d91a5ff8ed45.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000128_jpg.rf.2f6c074345186507e8db43e13868ce26.jpg,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000132_jpg.rf.66b8d580a8598b25352887350fc5e0ad.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000134_jpg.rf.ec7c21d28b23406e75c5717db6be29d4.jpg,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000137_jpg.rf.998e1f1c65ed0d47a7d03720929e47f7.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000138_jpg.rf.56d2a2e1ec4d64acb32cd990e8034523.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000139_jpg.rf.59f6d2d9fa56bc1ee2036f7c6eaf200d.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000145_jpg.rf.4676790b48b94582ff8cb1e01f87755a.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000148_jpg.rf.92a4ce3fee2e0a9cb3182c283d64946c.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000162_jpg.rf.b9f6bb1880d9dcb59d91dc562d4b81f3.jpg,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000166_jpg.rf.9cfd10b72a2cbbf0d4a7ab1215efa340.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000169_jpg.rf.5df85270b4fd91b6404c477ab2283618.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000170_jpg.rf.346bcb502c53b0e9bfb388ef45f0d9a3.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000171_jpg.rf.bdc9019ef4c15e0c4f87f4f7e5845366.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000176_jpg.rf.52d68df0567ec8fb3e111b22fc5d7fd8.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000177_jpg.rf.6dd9318319389b5babff398d0bb83301.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000180_jpg.rf.c2fb44c2f8662e03f1e79b3768eebb6c.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000183_jpg.rf.3c232bba36e38b2ed6de739627c79eaf.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000184_jpg.rf.421759d57dc521b7f6aa4a63a45e97a5.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000185_jpg.rf.0e0bda22977c41c4bcc0cb7c453fc4ba.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000188_jpg.rf.b920a94f6565b1427e65c58771fc05d0.jpg,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000189_jpg.rf.ed37e84784278536609735274b446e3e.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000190_jpg.rf.2627dcd660c2e6241638613b64c90a15.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000191_jpg.rf.f1aaab12f700550db17f5e6843e2d683.jpg,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000193_jpg.rf.737d627e129f459c78dc90b41125e738.jpg,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000199_jpg.rf.7b5111444402bea8dbc354340eb051e3.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000200_jpg.rf.4b4f1b55d06d9b557f52ae8949c0da53.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000204_jpg.rf.f893a1d5b49fa5778c39b7284a8342e8.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000207_jpg.rf.ff4e9268a3c389e0b17db9ce6acd9792.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000209_jpg.rf.409a6023b4cab8493b2624ce220864b0.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000211_jpg.rf.4950f38fd44e2bdda3a7262a784571ae.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000212_jpg.rf.be488d600f062d2ff167eb975ec7e510.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000213_jpg.rf.fa301cf0f4291abec1bb5fd64a78f4d0.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000214_jpg.rf.2157cb5ba5afe74792876ff880e0553f.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000215_jpg.rf.1beebca3989d8cfb2e25408e81820bc8.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000216_jpg.rf.bc3ca965bd7a0f9b48ea67c61fa06ff6.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000217_jpg.rf.8c169a4e37ee44bf35af0f2fe5acb1b2.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000218_jpg.rf.e55e95eaa404580c140dac9e6190a1bf.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000221_jpg.rf.1cae83f23d03017e0107c3eb06b2747e.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000222_jpg.rf.b74d16f98d5f833edd4c78f8fb3c8881.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000226_jpg.rf.c9dc9dfd00c6e5eef8376bcd9f544e59.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000228_jpg.rf.e97526dd0c9801ccfefc1367adfb420e.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000233_jpg.rf.df41a95beadd9c365c3e0b0468be884b.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000235_jpg.rf.8fbd087cd5a636f533ac5212fe64c354.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000237_jpg.rf.cf365257411a30475e987ef581f12d58.jpg,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000241_jpg.rf.ffc1041613b4cbd1a2c28b32fef3eb83.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000244_jpg.rf.972f50928706ea4e9c5c4afb10597a9a.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000248_jpg.rf.f16083c31f18ced479265b7426552b58.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000249_jpg.rf.ea2c42cc1f145332a1d07d15f27dee6d.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000250_jpg.rf.59733faf06c9ad9ba29d1616560413ef.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000253_jpg.rf.db1b0774939e6f34177aa1c8f8ca041e.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000255_jpg.rf.5a529d5a9a8f0ec4ddce1efcf358dfc3.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000260_jpg.rf.2fd21b0a567862eb60e0eedd2fb91fdb.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000261_jpg.rf.2091de2a14e4d38aabc5f676c1ebaa42.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000265_jpg.rf.4e423242429ee7f8d0b909d930f4de6c.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000266_jpg.rf.3f7cd2d6a4976cf0d67636d3d9e86d4a.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000285_jpg.rf.45f66743f4d6c97b0f18c68ae88f0aff.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000287_jpg.rf.3e649f0e7ea5d3258c5a2003b6577835.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000288_jpg.rf.17fa5b7cbda446132537fa5f66a1576a.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000291_jpg.rf.f25fcdc43e59f80c88738316146b6cc4.jpg,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000293_jpg.rf.077cbdd9cff205fe63006fa03b6b93b9.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000295_jpg.rf.25936b65922cb8beb8cf12b21afa77b6.jpg,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,3,0,4,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000296_jpg.rf.b9335fe567387f2bdda5c887e32efac0.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000297_jpg.rf.a2e7d9e2cadd07e8400c61e0864e6e90.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000301_jpg.rf.b4c85361cd497aa0dbcb3d1a981af604.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000302_jpg.rf.447e10e5d2f2d3e70e3daac64cae5f6c.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000305_jpg.rf.f6947055d89a8c5e99888afce342bf0b.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000307_jpg.rf.c6c26e046c0b031c223a07ca0d5dbefe.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000308_jpg.rf.2c7d208351c04e4ef949a4ef3e6a0211.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000310_jpg.rf.4acfd0556ad77f9ca9417cda38b62b5f.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000314_jpg.rf.eef28e213556f88a9ab8084291ca9a50.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000320_jpg.rf.3d20d5ed5c677c20098a4a657d0cbf92.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000323_jpg.rf.a3e39046b58a962fe8b4615c766a51a1.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000325_jpg.rf.42647a8f3762d6c4bb500b6e76c39c58.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000326_jpg.rf.75994650bc29205fa0bb1915e03c2d3c.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000327_jpg.rf.7a45d31854b66a0211ba036e1d5ba53d.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000329_jpg.rf.5a5e87a53b1d75f8e5a862967494e32f.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000332_jpg.rf.6d07dc31bf02f5fbd787d9b10c79e61a.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000333_jpg.rf.f3ac9c879ae6906497c763c47cb5624c.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000334_jpg.rf.52e99e80cf09b9a370d3c3f8b41cfb19.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000339_jpg.rf.634775bea932dc78564de1de9b44567c.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000340_jpg.rf.edd56b89a4bce1f4e178a28313f88e83.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
